MAPID;NAME;CATEGORY1;CATEGORY2;ADDRESS;SHORT_DESCRIPTION;URL;URL2;URL3;Geom;Geo Local Area
GCP167;Compost bins;Greenest City Fund Project;Zero-Waste;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133779994647, 49.2855499808225]}";West End
GCP172;Community link;Greenest City Fund Project;Lighter-Footprint;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133727982041, 49.2855599900518]}";West End
GCP173;Community fair;Greenest City Fund Project;Lighter-Footprint;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133749980137, 49.2854599924022]}";West End
GCP176;Organic rooftop garden;Greenest City Fund Project;Local-Food;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133794975042, 49.2855299962139]}";West End
GCP185;Boulevard VEG (Vancouver Edible Gardens);Greenest City Fund Project;Local-Food;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157199987025, 49.2653199946182]}";Kitsilano
GCP186;Westside Community Kitchen;Greenest City Fund Project;Local-Food;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157179977774, 49.2651999960668]}";Kitsilano
GCP187;Kits Car Free Day Block Parties;Greenest City Fund Project;Lighter-Footprint;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157129988112, 49.2651999974089]}";Kitsilano
GCP188;Permaculture Blitz at 2078 W. 5th;Greenest City Fund Project;Access-to-Nature;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157349978564, 49.265429986364]}";Kitsilano
GCP189;Lord Kitchener Outdoor Classroom;Greenest City Fund Project;Local-Food;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1807675, 49.25058622]}";Dunbar-Southlands
GCP191;Victory Collaborative Garden;Greenest City Fund Project;Local-Food;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157119992666, 49.2650999871723]}";Kitsilano
GCP192;LocoMotoArt Events;Greenest City Fund Project;Lighter-Footprint;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157209976883, 49.2653999939343]}";Kitsilano
GCP194;Kits Urban Bees Collaborative;Greenest City Fund Project;Local-Food;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157299980047, 49.2652599924053]}";Kitsilano
GCP197;Kitsilano Bees;Greenest City Fund Project;Local-Food;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157261990796, 49.2453400008162]}";Arbutus-Ridge
GCP202;False Creek Children's Garden;Greenest City Fund Project;Local-Food;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157209996534, 49.2652999880262]}";Kitsilano
GCP203;Community Bike Pick-up recycling program;Greenest City Fund Project;Zero-Waste;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157219995108, 49.2653099850074]}";Kitsilano
GCP208;Ten Vancouver Earth Walks;Greenest City Fund Project;Lighter-Footprint;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100014004434, 49.2471800104798]}";Riley Park
GCP209;Permaculture Demonstration;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100039998198, 49.2470700075647]}";Riley Park
GCP210;Community Garden;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100110009897, 49.2470400031973]}";Riley Park
GCP211;Food Waste Diversion Film;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100119989866, 49.2470200069664]}";Riley Park
GCP216;Neighbourhood Clean-up;Greenest City Fund Project;Lighter-Footprint;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100011001649, 49.2470000085174]}";Riley Park
GCP218;Green Block Dinner & Discussion;Greenest City Fund Project;Lighter-Footprint;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.10004000116, 49.247180009922]}";Riley Park
GCP220;Medicinal Herb Garden;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100110002569, 49.247017010514]}";Riley Park
GCP221;Community Space Project;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.10014999446, 49.2470230020893]}";Riley Park
GCP224;Green Initiatives Block Party;Greenest City Fund Project;Lighter-Footprint;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100129993838, 49.2471300057843]}";Riley Park
GCP225;Bending Bench;Greenest City Fund Project;Lighter-Footprint;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100067004361, 49.2471200045632]}";Riley Park
GCP228;Living Fence;Greenest City Fund Project;Access-to-Nature;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.10016, 49.24704]}";Riley Park
GCP231;Youth Garden Project;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100090002214, 49.2471299999021]}";Riley Park
GCP234;Dickens Children's Garden Project;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100030001898, 49.2470800018402]}";Riley Park
GCP235;Beekeeping Project;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100057994363, 49.2470600087634]}";Riley Park
GCP237;Green Grant Video Project;Greenest City Fund Project;Lighter-Footprint;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100079990404, 49.2470800125422]}";Riley Park
GCP239;Recycled Arts Workshops;Greenest City Fund Project;Zero-Waste;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100049998894, 49.2470680044722]}";Riley Park
GCP242;Food Scraps Drop Spot;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1000279, 49.24698407]}";Riley Park
GCP246;Neighbourhood Seed Library;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090720007291, 49.2796599997977]}";Strathcona
GCP249;Heritage Plum Trees;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090760003105, 49.2796799895042]}";Strathcona
GCP251;Railway Street Garden;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090739997003, 49.2796100005303]}";Strathcona
GCP252;Communilty Kitchen;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090739999752, 49.279634992314]}";Strathcona
GCP254;Alma Blackwell Garden Project;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090779995281, 49.2796100024392]}";Strathcona
GCP255;Banana Beat/Mobile Smoothies;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090785003246, 49.2796229981299]}";Strathcona
GCP256;Pedaling Counter;Greenest City Fund Project;Lighter-Footprint;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090745010149, 49.2796599955461]}";Strathcona
GCP259;The Downtown Eastside Neighbourhood Hous;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.09073501163, 49.2796199919308]}";Strathcona
GCP260;BAG a Plant;Greenest City Fund Project;Lighter-Footprint;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090795005351, 49.2796499918589]}";Strathcona
GCP262;Electric Vehicle Charging Station;Private projects;Clean-Air;2388 Cambie Street;Home Depot.  4 Level 2 J1772 chargers on level P1 of the Home Depot / Save on Foods parkade (right near the parade entrance off W 7th). Charging is free with paid parking.;http://www.plugshare.com/?location=11340;;;"{""type"": ""Point"", ""coordinates"": [-123.114557, 49.2641484]}";Mount Pleasant
GCP266;Electric Vehicle Charging Station;Private projects;Clean-Air;4915 W 16th Ave;Pacific Spirit Park. 2 stations. Dual-head ChargePoint station in parking lot (outside the gate). Charging is free.;http://www.plugshare.com/?location=12776;;;"{""type"": ""Point"", ""coordinates"": [-123.2153201, 49.25846478]}";West Point Grey
GCP272;Electric Vehicle Charging Station;Private projects;Clean-Air;100 W 49th Ave;Langara College. Located in Library underground parkade. Enter off 49th Avenue, proceed south to parkade entrance. Pay parking in effect.;http://www.plugshare.com/?location=13817;;;"{""type"": ""Point"", ""coordinates"": [-123.1084234, 49.22492536]}";Oakridge
GCP275;Electric Vehicle Charging Station;City projects;Clean-Air;4575 Clancy Loranger Way;Hillcrest Community Centre. 3 Level 2 Charging Stations now online. No fee or account required for charging. Part of FCM funded trial.;http://www.plugshare.com/?location=14956;;;"{""type"": ""Point"", ""coordinates"": [-123.1077652, 49.24379711]}";Riley Park
GCP276;Electric Vehicle Charging Station;Private projects;Clean-Air;252 Raymur Ave;Perkuna Engineering. 2 wall outlets, 2 EV plugs. Please knock on door for access, 9am-5:30pm.;http://www.plugshare.com/?location=10851;;;"{""type"": ""Point"", ""coordinates"": [-123.0823091, 49.28227478]}";Strathcona
GCP277;Electric Vehicle Charging Station;Private projects;Clean-Air;1598 Johnston Street;Edible Canada. Across from the Market. Two charging docks, 3 hours of parking allowed - free. Stations design by Powertech Labs Inc.;http://www.plugshare.com/?location=3633;;;"{""type"": ""Point"", ""coordinates"": [-123.1350832, 49.27197557]}";Fairview
GCP284;Electric Vehicle Charging Station;Private projects;Clean-Air;999 W Hastings St;Polaris Realty. Stall 1 Garage closes at midnight.;http://www.plugshare.com/?location=13884;;;"{""type"": ""Point"", ""coordinates"": [-123.1157451, 49.28737213]}";Downtown
GCP286;Electric Vehicle Charging Station;Private projects;Clean-Air;1180 W Hastings St;Coast Hotel Coal Harbour. Valet only to a secure underground and provide a 120v wall outlet;http://www.plugshare.com/?location=11212;;;"{""type"": ""Point"", ""coordinates"": [-123.1217317, 49.28839092]}";Downtown
GCP291;Electric Vehicle Charging Station;Private projects;Clean-Air;450 W Cordova;Harbour Center. Stalls 9 & 10 Garage closes at midnight. On north side of wall.;http://www.plugshare.com/?location=13682;;;"{""type"": ""Point"", ""coordinates"": [-123.1121287, 49.28482133]}";Downtown
GCP305;Community Garden;Private projects;Local-Food;1300 E Clark Dr;PosAbilities 12th and Clark gardens;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.077076, 49.25939582]}";Kensington-Cedar Cottage
GCP310;Community Garden;Private projects;Local-Food;2390   Brunswick St;Brewery Creek - Guelph Park;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0969712, 49.26321004]}";Mount Pleasant
GCP312;Community Garden;Private projects;Local-Food;500 W 54th Ave;Cambie Park;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1180258, 49.2213306]}";Oakridge
GCP314;Community Garden;Private projects;Local-Food;4055  Victoria Dr;Cedar Cottage Neighourhood House;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.065146006625, 49.2489462126124]}";Kensington-Cedar Cottage
GCP315;Community Garden;Private projects;Local-Food;3877  Glen Dr;Charles Dickens Annex;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0831678, 49.24971845]}";Kensington-Cedar Cottage
GCP318;Community Garden;Private projects;Local-Food;189 W 11th Ave;Church of the Good Sheppard;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1094061, 49.26127221]}";Mount Pleasant
GCP321;Community Garden;Private projects;Local-Food;857  Malkin Ave;Cottonwood Accessible Garden;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0849867, 49.27399486]}";Strathcona
GCP322;Community Garden;Private projects;Local-Food;1081  Burrard St;Dowtown Intercultural Gardeners Society (DIGS);http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1270012, 49.28031006]}";Downtown
GCP334;Community Garden;Private projects;Local-Food;1850  Spyglass Pl;John McBride Community Garden;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.113996, 49.26819802]}";Mount Pleasant
GCP335;Community Garden;Private projects;Local-Food;7500  Angus Dr;Kerrisdale Community Garden;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1490873, 49.21705821]}";Kerrisdale
GCP337;Community Garden;Private projects;Local-Food;1688 E 8th Ave;Ladybug Garden;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0700094, 49.26289196]}";Grandview-Woodland
GCP339;Community Garden;Private projects;Local-Food;6648  Ontario St;Langara College;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.105979, 49.22431997]}";Oakridge
GCP346;Community Garden;Private projects;Local-Food;4000 W 11th Ave;Menno Simmons centre;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1940989, 49.26273246]}";West Point Grey
GCP347;Community Garden;Private projects;Local-Food;7155  Sherbrooke St;Mennonite Church;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0819725, 49.21911364]}";Sunset
GCP351;Community Garden;Private projects;Local-Food;2732  Horley St;Norquay Community Learning Orchard;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0486285, 49.24040053]}";Renfrew-Collingwood
GCP355;Community Garden;Private projects;Local-Food;234 E 15th Ave;Robson Park Coop;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.099689, 49.25717427]}";Mount Pleasant
GCP357;Community Garden;Private projects;Local-Food;399  Hawks Ave;SOLE Food Project;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0869869, 49.28109856]}";Strathcona
GCP358;Community Garden;Private projects;Local-Food;4410  Kaslo St;Still Creek;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0469936, 49.2452827]}";Renfrew-Collingwood
GCP363;Community Garden;Private projects;Local-Food;705  Woodland Dr;Woodland Park;http://vancouver.ca/people-programs/community-gardens.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0733534, 49.27829767]}";Grandview-Woodland
