Event Number,Event Type Group,Event Description,Approximate Location,Neighbourhood Id,Neighbourhood Name,Dispatch Date,Dispatch Time,Dispatch Year,Dispatch Month Name,Dispatch Month Number,Dispatch Day Number,Day Of Week,Event Close Date,Event Close Time,Latitude,Longitude,Location,Count
E20061965,AL,ALARMS,No location,6780,WEIR INDUSTRIAL,October 29 2020,21:20:38,2020,OCTOBER,10,29,Thursday,October 29 2020,21:48:35,53.51280275946944,-113.3980131902966,"(53.51280275946944, -113.3980131902966)",1
E20061773,MD,MEDICAL,51 ST NW / 53 ST NW,2130,CASSELMAN,October 28 2020,22:29:16,2020,OCTOBER,10,28,Wednesday,October 29 2020,00:31:22,53.61229373885049,-113.4206433560192,"(53.61229373885049, -113.4206433560192)",1
E20061896,TA,MOTOR VEHICLE INCIDENT,137 AV NW / 93 ST NW,2580,NORTHMOUNT,October 29 2020,14:33:04,2020,OCTOBER,10,29,Thursday,October 29 2020,16:42:18,53.5994999485889,-113.48521150588968,"(53.5994999485889, -113.48521150588968)",1
E20061877,MD,MEDICAL,No location,3180,DUNLUCE,October 29 2020,13:07:39,2020,OCTOBER,10,29,Thursday,October 29 2020,17:15:53,53.61954827577571,-113.5240877878878,"(53.61954827577571, -113.5240877878878)",1
E20061966,MD,MEDICAL,EAST CLAREVIEW STN NW / DEAD END,2145,CLAREVIEW TOWN CENTRE,October 29 2020,21:21:43,2020,OCTOBER,10,29,Thursday,October 29 2020,21:35:42,53.60089879759023,-113.41007580542924,"(53.60089879759023, -113.41007580542924)",1
E20061850,MD,MEDICAL,No location,5454,RUTHERFORD,October 29 2020,10:57:07,2020,OCTOBER,10,29,Thursday,October 29 2020,13:20:27,53.414368795755585,-113.53613494729704,"(53.414368795755585, -113.53613494729704)",1
E20061923,AL,ALARMS,No location,4630,WHITE INDUSTRIAL,October 29 2020,17:51:59,2020,OCTOBER,10,29,Thursday,October 29 2020,18:11:31,53.56561006983373,-113.64361056302516,"(53.56561006983373, -113.64361056302516)",1
E20061857,CA,CITIZEN ASSIST,No location,1140,MCCAULEY,October 29 2020,11:39:54,2020,OCTOBER,10,29,Thursday,October 29 2020,12:08:50,53.55164966118715,-113.48502736244052,"(53.55164966118715, -113.48502736244052)",1
E20061976,MD,MEDICAL,No location,4487,SECORD,October 29 2020,22:59:54,2020,OCTOBER,10,29,Thursday,October 30 2020,02:25:58,53.53291723810328,-113.69905166546091,"(53.53291723810328, -113.69905166546091)",1
E20062046,AL,ALARMS,51 AV NW / 53 AV EB NW,5080,BRANDER GARDENS,October 30 2020,09:58:52,2020,OCTOBER,10,30,Friday,October 30 2020,10:07:25,53.48962980415182,-113.57788178440238,"(53.48962980415182, -113.57788178440238)",1
E20062131,MD,MEDICAL,No location,1140,MCCAULEY,October 30 2020,15:45:33,2020,OCTOBER,10,30,Friday,October 30 2020,15:58:47,53.55155660627457,-113.48846883826899,"(53.55155660627457, -113.48846883826899)",1
E20061983,MD,MEDICAL,102 ST NW / STIRLING RD NW,3040,BEAUMARIS,October 30 2020,00:06:38,2020,OCTOBER,10,30,Friday,October 30 2020,01:31:00,53.61938362537034,-113.49911431467541,"(53.61938362537034, -113.49911431467541)",1
E20062178,FR,FIRE,146 AV NW / 149 AV NW,2280,FRASER,October 30 2020,19:49:37,2020,OCTOBER,10,30,Friday,October 30 2020,20:01:20,53.61147944324702,-113.37885976305188,"(53.61147944324702, -113.37885976305188)",1
E20062150,MD,MEDICAL,UNIVERSITY STN NW / 114 ST NW,5520,UNIVERSITY OF ALBERTA,October 30 2020,17:12:46,2020,OCTOBER,10,30,Friday,October 30 2020,21:36:08,53.52477042120344,-113.52542527262688,"(53.52477042120344, -113.52542527262688)",1
E20062136,MD,MEDICAL,96 ST NW / 103 AV NW,1020,BOYLE STREET,October 30 2020,15:56:47,2020,OCTOBER,10,30,Friday,October 30 2020,16:33:28,53.5464044455777,-113.48336183696243,"(53.5464044455777, -113.48336183696243)",1
E20062013,FR,FIRE,102 AV NW / 103 AV NW,3440,WESTMOUNT,October 30 2020,07:10:04,2020,OCTOBER,10,30,Friday,October 30 2020,09:51:23,53.54392709021501,-113.53590105222862,"(53.54392709021501, -113.53590105222862)",1
E20062090,TM,TRAINING/MAINTENANCE,87 AV NW / MEADOWLARK STN NW,4310,MEADOWLARK PARK,October 30 2020,12:35:28,2020,OCTOBER,10,30,Friday,October 30 2020,15:19:59,53.52063571569745,-113.59638397439832,"(53.52063571569745, -113.59638397439832)",1
E20061996,MD,MEDICAL,No location,2440,KLARVATTEN,October 30 2020,03:13:20,2020,OCTOBER,10,30,Friday,October 30 2020,03:48:49,53.629822923695436,-113.48074345065132,"(53.629822923695436, -113.48074345065132)",1
E20062153,MD,MEDICAL,119 ST NW / 120 ST NW,1150,OLIVER,October 30 2020,17:31:04,2020,OCTOBER,10,30,Friday,October 30 2020,19:14:36,53.540934957083074,-113.52863668740848,"(53.540934957083074, -113.52863668740848)",1
E20062132,MD,MEDICAL,112 ST NW / 27 AV NW,5060,BLUE QUILL,October 30 2020,15:44:26,2020,OCTOBER,10,30,Friday,October 30 2020,18:00:24,53.461160360814546,-113.52767918890622,"(53.461160360814546, -113.52767918890622)",1
E20062004,MD,MEDICAL,RIDGEWAY DR NW / MAPLE TER NW,6410,MAPLE RIDGE,October 30 2020,05:24:35,2020,OCTOBER,10,30,Friday,October 30 2020,07:23:14,53.50319312140233,-113.36295464483318,"(53.50319312140233, -113.36295464483318)",1
E20061988,AL,ALARMS,No location,1090,DOWNTOWN,October 30 2020,00:54:23,2020,OCTOBER,10,30,Friday,October 30 2020,01:07:47,53.54286230472045,-113.49949817915255,"(53.54286230472045, -113.49949817915255)",1
E20062157,MD,MEDICAL,No location,1140,MCCAULEY,October 30 2020,17:51:02,2020,OCTOBER,10,30,Friday,October 30 2020,18:04:11,53.55157891859704,-113.48529975311162,"(53.55157891859704, -113.48529975311162)",1
E20026163,TA,MOTOR VEHICLE INCIDENT,No location,2420,KILLARNEY,,,,,,,,May 03 2020,22:50:26,53.5917599061618,-113.49191034817727,"(53.5917599061618, -113.49191034817727)",1
E20029155,MD,MEDICAL,14 AV NW / 15 AV NW,6450,MENISA,May 21 2020,01:34:59,2020,MAY,05,21,Thursday,May 21 2020,01:54:19,53.445309231391455,-113.45402481449185,"(53.445309231391455, -113.45402481449185)",1
E20029219,MD,MEDICAL,No location,1140,MCCAULEY,May 21 2020,11:05:45,2020,MAY,05,21,Thursday,May 21 2020,12:49:56,53.550023744520544,-113.49330849819383,"(53.550023744520544, -113.49330849819383)",1
E20029233,AL,ALARMS,135 AV NW / RIGHTCUT 137 AV EB NW,3390,ROSSLYN,May 21 2020,12:22:15,2020,MAY,05,21,Thursday,May 21 2020,12:33:05,53.598239971855314,-113.49212021448106,"(53.598239971855314, -113.49212021448106)",1
E20029272,AL,ALARMS,No location,5505,AMBLESIDE,May 21 2020,17:55:21,2020,MAY,05,21,Thursday,May 21 2020,18:09:44,53.42917142932136,-113.60207793038356,"(53.42917142932136, -113.60207793038356)",1
E20029226,MD,MEDICAL,123 AV NW / 124 AV NW,1130,ELMWOOD PARK,May 21 2020,11:29:59,2020,MAY,05,21,Thursday,May 21 2020,13:53:15,53.579448179165645,-113.46729844402878,"(53.579448179165645, -113.46729844402878)",1
E20029163,FR,FIRE,106 AV NW / 107 AV NW,1180,QUEEN MARY PARK,May 21 2020,04:10:53,2020,MAY,05,21,Thursday,May 21 2020,04:27:15,53.55091354096923,-113.5194676529343,"(53.55091354096923, -113.5194676529343)",1
E20029140,MD,MEDICAL,143 AV NW / 144 AV NW,2720,YORK,May 20 2020,23:19:20,2020,MAY,05,20,Wednesday,May 21 2020,01:25:49,53.6053726167231,-113.43159415991852,"(53.6053726167231, -113.43159415991852)",1
E20029151,MD,MEDICAL,85 ST NW / 87 ST NW,6040,BONNIE DOON,May 21 2020,01:15:30,2020,MAY,05,21,Thursday,May 21 2020,03:37:00,53.518150480173325,-113.45969972699216,"(53.518150480173325, -113.45969972699216)",1
E20029224,MD,MEDICAL,No location,4650,WINTERBURN INDUSTRIAL AREA EAST,May 21 2020,11:29:02,2020,MAY,05,21,Thursday,May 21 2020,13:42:49,53.55561738945515,-113.67806190812243,"(53.55561738945515, -113.67806190812243)",1
E20026138,OF,OUTSIDE FIRE,No location,3080,CANOSSA,May 03 2020,19:44:39,2020,MAY,05,03,Sunday,May 03 2020,19:53:25,53.63083542691692,-113.52409448665307,"(53.63083542691692, -113.52409448665307)",1
E20026074,MD,MEDICAL,44 ST NW / 46 ST NW,2100,BEVERLY HEIGHTS,May 03 2020,10:43:09,2020,MAY,05,03,Sunday,May 03 2020,11:45:51,53.56946646782416,-113.40962468373077,"(53.56946646782416, -113.40962468373077)",1
E20026024,MD,MEDICAL,No location,6320,IDYLWYLDE,May 03 2020,02:20:40,2020,MAY,05,03,Sunday,May 03 2020,05:25:51,53.52265351339544,-113.44376115649877,"(53.52265351339544, -113.44376115649877)",1
E20026027,FR,FIRE,64 AV NW / 69 AV NW,4080,CALLINGWOOD SOUTH,May 03 2020,02:46:49,2020,MAY,05,03,Sunday,May 03 2020,03:38:29,53.500683123623745,-113.627262560623,"(53.500683123623745, -113.627262560623)",1
E20026137,MD,MEDICAL,No location,1160,PARKDALE,May 03 2020,19:44:25,2020,MAY,05,03,Sunday,May 03 2020,21:57:42,53.561164348171076,-113.47404746389664,"(53.561164348171076, -113.47404746389664)",1
E20026105,AL,ALARMS,No location,2450,LAGO LINDO,May 03 2020,15:19:50,2020,MAY,05,03,Sunday,May 03 2020,15:28:09,53.641040997211725,-113.48843817191838,"(53.641040997211725, -113.48843817191838)",1
E20026150,MD,MEDICAL,WEST VIEW CRES NW / WEST PORT RD NW,4620,WESTVIEW VILLAGE,May 03 2020,21:13:36,2020,MAY,05,03,Sunday,May 03 2020,23:06:03,53.55257396021885,-113.69488223884447,"(53.55257396021885, -113.69488223884447)",1
E20026133,AL,ALARMS,ROBERTSON WAY SW / DEAD END,5454,RUTHERFORD,May 03 2020,19:10:30,2020,MAY,05,03,Sunday,May 03 2020,19:17:58,53.42161120431086,-113.52890215872644,"(53.42161120431086, -113.52890215872644)",1
E20026081,AL,ALARMS,No location,2521,MCCONACHIE AREA,May 03 2020,11:52:25,2020,MAY,05,03,Sunday,May 03 2020,12:00:32,53.632258338030915,-113.43644583642364,"(53.632258338030915, -113.43644583642364)",1
E20026089,MD,MEDICAL,104 ST NW / 105 ST NW,5180,ERMINESKIN,May 03 2020,13:22:34,2020,MAY,05,03,Sunday,May 03 2020,16:02:46,53.45530467248528,-113.49607740964571,"(53.45530467248528, -113.49607740964571)",1
E20026060,TM,TRAINING/MAINTENANCE,DEAD END / 94 AV NW,1220,ROSSDALE,May 03 2020,09:03:24,2020,MAY,05,03,Sunday,May 03 2020,10:13:30,53.52886799008548,-113.49370295663647,"(53.52886799008548, -113.49370295663647)",1
E20026106,AL,ALARMS,28 AV WB SW / 141 ST SW,5469,PAISLEY,May 03 2020,15:24:00,2020,MAY,05,03,Sunday,May 03 2020,16:24:42,53.410485988667375,-113.56527772723705,"(53.410485988667375, -113.56527772723705)",1
E20026039,AL,ALARMS,EAST CLAREVIEW STN NW / DEAD END,2145,CLAREVIEW TOWN CENTRE,May 03 2020,05:04:32,2020,MAY,05,03,Sunday,May 03 2020,05:34:47,53.60089879759023,-113.41007580542924,"(53.60089879759023, -113.41007580542924)",1
E20026113,OF,OUTSIDE FIRE,RIGHTCUT 50 ST SB NW / 50 ST SB NW,2145,CLAREVIEW TOWN CENTRE,May 03 2020,16:16:53,2020,MAY,05,03,Sunday,May 03 2020,16:35:13,53.59931293429431,-113.4139572144346,"(53.59931293429431, -113.4139572144346)",1
E20026046,MD,MEDICAL,100 AV NW / JASPER AV NW,1090,DOWNTOWN,May 03 2020,06:11:22,2020,MAY,05,03,Sunday,May 03 2020,07:24:20,53.54025588815308,-113.5029176839686,"(53.54025588815308, -113.5029176839686)",1
E20026084,OF,OUTSIDE FIRE,104 ST NW / GRIESBACH RD NW,3111,GRIESBACH,May 03 2020,12:32:35,2020,MAY,05,03,Sunday,May 03 2020,12:56:05,53.60810384440394,-113.49978611821592,"(53.60810384440394, -113.49978611821592)",1
E20026030,MD,MEDICAL,82 AV WB NW / 79 ST NW,6320,IDYLWYLDE,May 03 2020,03:03:21,2020,MAY,05,03,Sunday,May 03 2020,05:53:02,53.51803524293329,-113.44871595657403,"(53.51803524293329, -113.44871595657403)",1
E20026023,MD,MEDICAL,No location,2340,HOLLICK-KENYON,May 03 2020,02:13:19,2020,MAY,05,03,Sunday,May 03 2020,04:25:31,53.61694076250842,-113.41945257312265,"(53.61694076250842, -113.41945257312265)",1
E20026122,MD,MEDICAL,KINISKI CRES NW / DEAD END,6370,KINISKI GARDENS,May 03 2020,17:12:50,2020,MAY,05,03,Sunday,May 03 2020,19:48:41,53.48100610731316,-113.40107257182765,"(53.48100610731316, -113.40107257182765)",1
E20026040,AL,ALARMS,No location,2145,CLAREVIEW TOWN CENTRE,May 03 2020,05:34:51,2020,MAY,05,03,Sunday,May 03 2020,06:00:18,53.60113565969037,-113.41019633013977,"(53.60113565969037, -113.41019633013977)",1
E20026152,AL,ALARMS,No location,1030,CENTRAL MCDOUGALL,May 03 2020,21:35:41,2020,MAY,05,03,Sunday,May 03 2020,21:47:03,53.55068447902369,-113.49792726568562,"(53.55068447902369, -113.49792726568562)",1
E20026019,MD,MEDICAL,103 ST NW / 104 ST NW,1090,DOWNTOWN,May 03 2020,01:28:05,2020,MAY,05,03,Sunday,May 03 2020,01:56:17,53.54092840870877,-113.49841508120316,"(53.54092840870877, -113.49841508120316)",1
E20026136,MD,MEDICAL,81 AV NW / 82 AV NW,6610,RITCHIE,May 03 2020,19:34:48,2020,MAY,05,03,Sunday,May 03 2020,21:42:08,53.517829331988274,-113.47972066167792,"(53.517829331988274, -113.47972066167792)",1
E20026103,MD,MEDICAL,109 ST NW / 110 ST NW,3390,ROSSLYN,May 03 2020,15:05:44,2020,MAY,05,03,Sunday,May 03 2020,17:26:53,53.594939021708555,-113.5085667630494,"(53.594939021708555, -113.5085667630494)",1
E20026080,CA,CITIZEN ASSIST,100 AV NW / JASPER AV NW,1090,DOWNTOWN,May 03 2020,11:49:10,2020,MAY,05,03,Sunday,May 03 2020,11:58:20,53.53948387821297,-113.5010911477475,"(53.53948387821297, -113.5010911477475)",1
E20026053,TM,TRAINING/MAINTENANCE,DEAD END / 94 AV NW,1220,ROSSDALE,May 03 2020,07:56:54,2020,MAY,05,03,Sunday,May 03 2020,09:40:55,53.52886799008548,-113.49370295663647,"(53.52886799008548, -113.49370295663647)",1
E20026035,MD,MEDICAL,118 AV NW / 119 AV NW,2550,MONTROSE,May 03 2020,04:17:43,2020,MAY,05,03,Sunday,May 03 2020,06:20:37,53.57116783720347,-113.45367862393837,"(53.57116783720347, -113.45367862393837)",1
E20026140,MD,MEDICAL,42A AV NW / 43 AV NW,5360,RIDEAU PARK,May 03 2020,20:06:09,2020,MAY,05,03,Sunday,May 03 2020,20:17:03,53.47998275920598,-113.50776026843083,"(53.47998275920598, -113.50776026843083)",1
E20026093,FR,FIRE,137 AV NW / 138 AV NW,2030,BANNERMAN,May 03 2020,14:05:59,2020,MAY,05,03,Sunday,May 03 2020,14:20:46,53.59969961855178,-113.37933571658978,"(53.59969961855178, -113.37933571658978)",1
E20026069,AL,ALARMS,No location,5540,WESTBROOK ESTATES,May 03 2020,09:59:39,2020,MAY,05,03,Sunday,May 03 2020,10:05:03,53.47125987684804,-113.55406353310289,"(53.47125987684804, -113.55406353310289)",1
E20026126,AL,ALARMS,No location,2450,LAGO LINDO,May 03 2020,17:52:58,2020,MAY,05,03,Sunday,May 03 2020,18:09:13,53.630567029066974,-113.48556335977929,"(53.630567029066974, -113.48556335977929)",1
E20026018,FR,FIRE,No location,5090,BROOKSIDE,May 03 2020,01:25:33,2020,MAY,05,03,Sunday,May 03 2020,02:24:28,53.493327851637204,-113.56553355978679,"(53.493327851637204, -113.56553355978679)",1
E20026111,MD,MEDICAL,154 ST NW / 156 ST NW,4280,LYNNWOOD,May 03 2020,16:04:52,2020,MAY,05,03,Sunday,May 03 2020,19:10:51,53.5171084259312,-113.58632937551668,"(53.5171084259312, -113.58632937551668)",1
E20026125,MD,MEDICAL,No location,6680,SATOO,May 03 2020,17:47:25,2020,MAY,05,03,Sunday,May 03 2020,21:11:39,53.44731968303921,-113.46325203113774,"(53.44731968303921, -113.46325203113774)",1
E20026054,AL,ALARMS,No location,5320,PLEASANTVIEW,May 03 2020,08:42:18,2020,MAY,05,03,Sunday,May 03 2020,08:48:30,53.49117540409034,-113.49841268736546,"(53.49117540409034, -113.49841268736546)",1
E20026042,MD,MEDICAL,101 AV NW / 97 ST NW,1020,BOYLE STREET,May 03 2020,05:42:31,2020,MAY,05,03,Sunday,May 03 2020,07:01:55,53.54276818863664,-113.48362606711446,"(53.54276818863664, -113.48362606711446)",1
E20026032,OF,OUTSIDE FIRE,50 ST NB NW / MANNING DR NB NW,2145,CLAREVIEW TOWN CENTRE,May 03 2020,03:21:27,2020,MAY,05,03,Sunday,May 03 2020,03:46:07,53.60195316739842,-113.41639671631681,"(53.60195316739842, -113.41639671631681)",1
E20026142,MD,MEDICAL,RIGHTCUT 50 ST SB NW / CAPILANO STN NW,6550,OTTEWELL,May 03 2020,20:18:53,2020,MAY,05,03,Sunday,May 03 2020,23:02:36,53.53725252824462,-113.41853980381856,"(53.53725252824462, -113.41853980381856)",1
E20026073,AL,ALARMS,No location,6661,CHARLESWORTH,May 03 2020,10:33:37,2020,MAY,05,03,Sunday,May 03 2020,10:40:39,53.428900044628705,-113.40428613345448,"(53.428900044628705, -113.40428613345448)",1
E20026102,MD,MEDICAL,No location,6400,LEE RIDGE,May 03 2020,15:03:50,2020,MAY,05,03,Sunday,May 03 2020,15:31:02,53.473528337286915,-113.44915221093031,"(53.473528337286915, -113.44915221093031)",1
E20026065,MD,MEDICAL,No location,4580,WEST JASPER PLACE,May 03 2020,09:26:16,2020,MAY,05,03,Sunday,May 03 2020,11:30:48,53.5371496493344,-113.57928725540756,"(53.5371496493344, -113.57928725540756)",1
E20026033,MD,MEDICAL,No location,4461,THE HAMPTONS,May 03 2020,03:31:17,2020,MAY,05,03,Sunday,May 03 2020,05:02:07,53.49362025463088,-113.67297893496097,"(53.49362025463088, -113.67297893496097)",1
E20026079,MD,MEDICAL,No location,1240,VIRGINIA PARK,May 03 2020,11:23:18,2020,MAY,05,03,Sunday,May 03 2020,12:38:05,53.56093882011012,-113.45690552831502,"(53.56093882011012, -113.45690552831502)",1
E20026013,MD,MEDICAL,100 AV NW / 100A AV NW,4400,PLACE LARUE,May 03 2020,00:27:30,2020,MAY,05,03,Sunday,May 03 2020,02:16:55,53.538580772610686,-113.63094902413813,"(53.538580772610686, -113.63094902413813)",1
E20026091,OF,OUTSIDE FIRE,199 ST NW / EAST GATE NW,4462,EDGEMONT,May 03 2020,13:51:25,2020,MAY,05,03,Sunday,May 03 2020,14:40:49,53.47247633176371,-113.66503171630373,"(53.47247633176371, -113.66503171630373)",1
E20026146,MD,MEDICAL,CASSELMAN LINK SW / CUNNINGHAM DR SW,5457,CALLAGHAN,May 03 2020,20:58:39,2020,MAY,05,03,Sunday,May 03 2020,23:41:11,53.407383988615095,-113.52970000889175,"(53.407383988615095, -113.52970000889175)",1
E20026044,AL,ALARMS,100 ST NW / 100A ST NW,1090,DOWNTOWN,May 03 2020,05:48:44,2020,MAY,05,03,Sunday,May 03 2020,06:15:53,53.54105196536999,-113.49127749180968,"(53.54105196536999, -113.49127749180968)",1
E20026026,FR,FIRE,No location,1030,CENTRAL MCDOUGALL,May 03 2020,02:32:40,2020,MAY,05,03,Sunday,May 03 2020,02:48:42,53.55061562408347,-113.5016071261727,"(53.55061562408347, -113.5016071261727)",1
E20026062,MD,MEDICAL,No location,2450,LAGO LINDO,May 03 2020,09:15:46,2020,MAY,05,03,Sunday,May 03 2020,11:30:37,53.642407401205546,-113.48278793952193,"(53.642407401205546, -113.48278793952193)",1
E20026149,AL,ALARMS,WINDERMERE BLVD EB SW / WATES LINK SW,5570,WINDERMERE,May 03 2020,21:12:12,2020,MAY,05,03,Sunday,May 03 2020,21:22:20,53.43691069467858,-113.61866067901322,"(53.43691069467858, -113.61866067901322)",1
E20026092,MD,MEDICAL,106A AV NW / 107 AV NW,1140,MCCAULEY,May 03 2020,13:56:51,2020,MAY,05,03,Sunday,May 03 2020,14:13:35,53.551382383137856,-113.48921395969386,"(53.551382383137856, -113.48921395969386)",1
E20026072,AL,ALARMS,No location,6444,LAUREL,May 03 2020,10:26:49,2020,MAY,05,03,Sunday,May 03 2020,10:35:12,53.437765525135625,-113.38547482112946,"(53.437765525135625, -113.38547482112946)",1
E20026114,FR,FIRE,48 AV NW / 124 ST NW,5260,LANSDOWNE,May 03 2020,16:28:05,2020,MAY,05,03,Sunday,May 03 2020,16:38:29,53.48557234027823,-113.54224799357944,"(53.48557234027823, -113.54224799357944)",1
E20026135,MD,MEDICAL,27 AV NW / 28 AV NW,6470,MEYONOHK,May 03 2020,19:23:27,2020,MAY,05,03,Sunday,May 03 2020,20:32:51,53.45774927339505,-113.45362021328897,"(53.45774927339505, -113.45362021328897)",1
E20026132,MD,MEDICAL,No location,2550,MONTROSE,May 03 2020,18:59:39,2020,MAY,05,03,Sunday,May 03 2020,22:04:39,53.57072442785952,-113.44411216297124,"(53.57072442785952, -113.44411216297124)",1
E20026064,MD,MEDICAL,100 AV NW / JASPER AV NW,1090,DOWNTOWN,May 03 2020,09:20:29,2020,MAY,05,03,Sunday,May 03 2020,10:58:16,53.54017004297866,-113.49740760015938,"(53.54017004297866, -113.49740760015938)",1
E20026096,MD,MEDICAL,No location,5170,EMPIRE PARK,May 03 2020,14:32:36,2020,MAY,05,03,Sunday,May 03 2020,16:08:15,53.487509873604125,-113.49651032451469,"(53.487509873604125, -113.49651032451469)",1
E20026067,MD,MEDICAL,No location,2550,MONTROSE,May 03 2020,09:43:20,2020,MAY,05,03,Sunday,May 03 2020,10:10:34,53.57178071816716,-113.44734759992912,"(53.57178071816716, -113.44734759992912)",1
E20026119,CA,CITIZEN ASSIST,119 AV NW / 120 AV NW,1010,ALBERTA AVENUE,May 03 2020,17:07:29,2020,MAY,05,03,Sunday,May 03 2020,17:24:41,53.572494430244134,-113.47795974453547,"(53.572494430244134, -113.47795974453547)",1
E20026161,OF,OUTSIDE FIRE,No location,1140,MCCAULEY,May 03 2020,22:38:10,2020,MAY,05,03,Sunday,May 03 2020,23:23:51,53.55864350740356,-113.49151520009829,"(53.55864350740356, -113.49151520009829)",1
E20026070,TM,TRAINING/MAINTENANCE,186 ST NW / DEAD END,4410,POUNDMAKER INDUSTRIAL,May 03 2020,10:03:42,2020,MAY,05,03,Sunday,May 03 2020,11:20:11,53.55217765923358,-113.64522507457957,"(53.55217765923358, -113.64522507457957)",1
E20026108,AL,ALARMS,No location,6390,LARKSPUR,May 03 2020,15:38:19,2020,MAY,05,03,Sunday,May 03 2020,15:57:53,53.477704327741144,-113.37787610390387,"(53.477704327741144, -113.37787610390387)",1
E20026115,MD,MEDICAL,No location,4020,ALDERGROVE,May 03 2020,16:40:55,2020,MAY,05,03,Sunday,May 03 2020,18:05:16,53.5137035937189,-113.64009734114707,"(53.5137035937189, -113.64009734114707)",1
E20026147,OF,OUTSIDE FIRE,109 ST NW / 132 AV NW,3260,LAUDERDALE,May 03 2020,21:03:55,2020,MAY,05,03,Sunday,May 03 2020,22:54:17,53.591980151319994,-113.50843093937831,"(53.591980151319994, -113.50843093937831)",1
E20026104,MD,MEDICAL,No location,5580,WINDSOR PARK,May 03 2020,15:10:10,2020,MAY,05,03,Sunday,May 03 2020,15:25:57,53.52374270732388,-113.53199588645775,"(53.52374270732388, -113.53199588645775)",1
E20026036,AL,ALARMS,No location,5460,SKYRATTLER,May 03 2020,04:47:15,2020,MAY,05,03,Sunday,May 03 2020,04:55:24,53.453436301174726,-113.52362923556309,"(53.453436301174726, -113.52362923556309)",1
E20026047,AL,ALARMS,100 ST NW / 100A ST NW,1090,DOWNTOWN,May 03 2020,06:29:57,2020,MAY,05,03,Sunday,May 03 2020,06:41:34,53.54110135865998,-113.49115087695114,"(53.54110135865998, -113.49115087695114)",1
E20026090,MD,MEDICAL,No location,5320,PLEASANTVIEW,May 03 2020,13:34:58,2020,MAY,05,03,Sunday,May 03 2020,17:36:55,53.488530106672705,-113.5155769476224,"(53.488530106672705, -113.5155769476224)",1
E20026022,RC,RESCUE,105 ST NW / 106 ST NW,5160,DUGGAN,May 03 2020,02:00:22,2020,MAY,05,03,Sunday,May 03 2020,02:30:33,53.47358993400759,-113.50218180385166,"(53.47358993400759, -113.50218180385166)",1
E20026055,MD,MEDICAL,No location,5505,AMBLESIDE,May 03 2020,08:50:11,2020,MAY,05,03,Sunday,May 03 2020,11:13:15,53.42926643797041,-113.60126726025035,"(53.42926643797041, -113.60126726025035)",1
E20026128,MD,MEDICAL,LAKEWOOD RD W NW / 28 AV NW,6470,MEYONOHK,May 03 2020,18:14:25,2020,MAY,05,03,Sunday,May 03 2020,19:05:52,53.458802714407796,-113.45989009141807,"(53.458802714407796, -113.45989009141807)",1
