DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
190312850,05/03/2019,05/03/2019,1420,03,Southwest,0308,997,TRAFFIC COLLISION,,25,M,H,101,STREET,S  HOOVER                       ST,W  22ND                         ST,"(34.0362, -118.284)"
190312852,05/02/2019,04/29/2019,0730,03,Southwest,0309,997,TRAFFIC COLLISION,,29,F,H,101,STREET,W  WASHINGTON                   BL,OAK,"(34.037, -118.2777)"
190407527,03/25/2019,03/25/2019,0150,04,Hollenbeck,0464,997,TRAFFIC COLLISION,3101 3401 3701 3011 3030 3034 0605,,X,X,101,STREET,CESAR E CHAVEZ,LORENA,"(34.0445, -118.2116)"
190406884,03/10/2019,03/10/2019,1357,04,Hollenbeck,0416,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3030,,M,H,101,STREET,400 E  AVENUE 28,,"(34.0821, -118.2066)"
190407071,03/16/2019,03/14/2019,0345,04,Hollenbeck,0487,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3030,,X,X,101,STREET,8TH                          ST,ORME                         AV,"(34.0261, -118.2148)"
190407266,03/19/2019,03/19/2019,0500,04,Hollenbeck,0453,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,26,F,H,101,STREET,1300 E  CESAR E CHAVEZ               AV,,"(34.0529, -118.2219)"
190409541,05/07/2019,05/07/2019,1445,04,Hollenbeck,0491,997,TRAFFIC COLLISION,3101 3401 3701 3004 3034 3002 3026,42,M,H,101,STREET,BOYLE,8TH,"(34.0286, -118.2206)"
190313036,05/16/2019,05/16/2019,1325,03,Southwest,0351,997,TRAFFIC COLLISION,4025 3004 3026 3101,45,F,B,101,STREET,LA BREA                      AV,EXPOSITION                   BL,"(34.0247, -118.3552)"
190312831,05/14/2019,05/08/2019,0705,03,Southwest,0376,997,TRAFFIC COLLISION,4025 3008 3026 3037 3101,35,M,B,108,PARKING LOT,EXPOSITION,WESTERN,"(34.0183, -118.3089)"
190312838,05/14/2019,05/08/2019,0920,03,Southwest,0317,997,TRAFFIC COLLISION,4025 3030 3037 3028 3101,72,F,H,101,STREET,24TH                         ST,JULIET                       ST,"(34.0346, -118.2953)"
190312828,05/14/2019,05/13/2019,2230,03,Southwest,0363,997,TRAFFIC COLLISION,4025 0101 3028 3101 3006 3030,79,F,B,101,STREET,BUCKINGHAM,SANTA ROSALIA,"(34.0121, -118.3423)"
190312863,05/14/2019,05/14/2019,1510,03,Southwest,0392,997,TRAFFIC COLLISION,4003 3036 3011 3034 3028 3030 3101,18,X,X,101,STREET,50TH                         ST,CRENSHAW                     BL,"(33.9978, -118.3308)"
190312864,05/13/2019,05/13/2019,2045,03,Southwest,0314,997,TRAFFIC COLLISION,3037 3004 3026 3101,23,F,H,101,STREET,ADAMS                        BL,E  4TH                          AV,"(34.0326, -118.3212)"
190312862,05/14/2019,05/14/2019,1215,03,Southwest,0374,997,TRAFFIC COLLISION,4003 3037 3004 3028 3030 3101,42,M,H,101,STREET,ARLINGTON                    AV,S  39TH                         ST,"(34.0146, -118.3182)"
190408265,04/08/2019,04/08/2019,1040,04,Hollenbeck,0497,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,39,M,H,101,STREET,INDIANA                      ST,OLYMPIC                      BL,"(34.0187, -118.2118)"
190408315,04/09/2019,04/04/2019,0612,04,Hollenbeck,0437,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,35,M,H,101,STREET,EASTERN,DRUID,"(34.0695, -118.1804)"
190312871,05/14/2019,05/10/2019,1710,03,Southwest,0312,997,TRAFFIC COLLISION,4003 3004 3028 3030 3101 3036,32,F,O,101,STREET,ADAMS                        BL,NORMANDIE,"(34.0289, -118.3563)"
190313020,05/15/2019,05/15/2019,1920,03,Southwest,0321,997,TRAFFIC COLLISION,4003 3004 3028 3030 3101 1501,40,F,W,101,STREET,JEFFERSON,NATIONAL,"(34.0268, -118.3761)"
190409540,05/07/2019,05/07/2019,1100,04,Hollenbeck,0462,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,32,M,W,101,STREET,MISSION                      RD,VALLEY                       BL,"(34.0386, -118.2201)"
190409417,05/04/2019,05/04/2019,1555,04,Hollenbeck,0466,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,39,M,H,101,STREET,SOTO                         ST,CESAR E CHAVEZ               AV,"(34.0468, -118.2078)"
190409418,05/04/2019,05/04/2019,1603,04,Hollenbeck,0456,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,,M,W,101,STREET,BLANCHARD,MOTT,"(34.0489, -118.199)"
190409371,05/03/2019,05/03/2019,0850,04,Hollenbeck,0438,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,67,M,A,101,STREET,ALHAMBRA,LOWELL,"(34.0791, -118.1624)"
190409555,05/01/2019,05/01/2019,0800,04,Hollenbeck,0455,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 0605,67,F,H,101,STREET,600 N  SAINT LOUIS                  ST,,"(34.0506, -118.2101)"
190409566,05/06/2019,05/06/2019,2350,04,Hollenbeck,0421,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 0605,33,M,H,101,STREET,BROADWAY,5                            FY,"(34.0676, -118.2202)"
190409586,05/08/2019,05/08/2019,0740,04,Hollenbeck,0497,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3030,23,F,H,101,STREET,SPENCE                       ST,ESTRADA                      ST,"(34.0199, -118.2028)"
190409588,05/08/2019,05/08/2019,0733,04,Hollenbeck,0422,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3034,44,F,B,101,STREET,BROADWAY,EASTLAKE,"(34.0738, -118.2078)"
190409589,05/08/2019,05/08/2019,1805,04,Hollenbeck,0411,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3025 3036,28,F,H,101,STREET,BROADWAY                     AV,AVENUE 19,"(34.0721, -118.2213)"
190409620,05/09/2019,05/09/2019,0900,04,Hollenbeck,0422,997,TRAFFIC COLLISION,3101 3401 3701 3004 3034 3026 3036,53,M,H,101,STREET,BROADWAY,GRIFFIN,"(34.0737, -118.2117)"
190409629,05/09/2019,05/09/2019,1645,04,Hollenbeck,0473,997,TRAFFIC COLLISION,3101 3401 3701 3004 3002 3034,60,M,H,101,STREET,SOTO                         ST,7TH                          ST,"(34.0323, -118.2169)"
190409646,05/09/2019,05/09/2019,1750,04,Hollenbeck,0461,997,TRAFFIC COLLISION,3401 3701 3004 3030 3101 0605,44,F,W,101,STREET,MISSION                      RD,AZUSA                        ST,"(34.0452, -118.2278)"
190409672,05/10/2019,05/10/2019,1455,04,Hollenbeck,0489,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,38,M,H,101,STREET,SOTO                         ST,SHORT                        ST,"(34.0263, -118.2196)"
190409674,05/10/2019,05/10/2019,1500,04,Hollenbeck,0443,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3032,63,F,C,101,STREET,MARENGO                      ST,BRITTANIA                    ST,"(34.0571, -118.2084)"
190409680,05/10/2019,05/10/2019,0914,04,Hollenbeck,0499,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3030,60,M,H,101,STREET,E  WASHINGTON                   BL,SOTO                         ST,"(34.0175, -118.1975)"
190409701,05/11/2019,05/11/2019,0335,04,Hollenbeck,0459,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3801,,X,X,101,STREET,3100    MALABAR                      ST,,"(34.0459, -118.1966)"
190409705,05/11/2019,05/11/2019,1015,04,Hollenbeck,0497,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,63,F,O,101,STREET,OLYMPIC                      BL,LORENA                       ST,"(34.0188, -118.2066)"
190409727,05/11/2019,05/11/2019,2110,04,Hollenbeck,0452,997,TRAFFIC COLLISION,0605 3101 3401 3701 3003 3026 3036,63,F,H,101,STREET,1ST                          ST,BOYLE                        AV,"(34.0472, -118.2198)"
190409744,05/12/2019,05/12/2019,0215,04,Hollenbeck,0459,997,TRAFFIC COLLISION,3101 3401 3701 3006 3801,,M,H,101,STREET,CESAR E CHAVEZ               AV,BERNAL                       AV,"(34.0407, -118.1939)"
190409767,05/13/2019,05/13/2019,0110,04,Hollenbeck,0499,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3030,27,M,W,101,STREET,BROADWAY,5                            FY,"(34.0175, -118.1975)"
190409775,05/12/2019,05/01/2019,0900,04,Hollenbeck,0471,997,TRAFFIC COLLISION,,27,F,K,101,STREET,JESSE                        ST,S  ANDERSON                     ST,"(34.0368, -118.2232)"
190409777,05/13/2019,05/13/2019,0824,04,Hollenbeck,0488,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,23,M,H,101,STREET,3100 E  8TH                          ST,,"(34.0238, -118.2058)"
190409779,05/13/2019,05/13/2019,1035,04,Hollenbeck,0401,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,46,F,H,101,STREET,AVENUE 43,HOMER                        ST,"(34.0926, -118.2051)"
190409782,05/13/2019,05/13/2019,0040,04,Hollenbeck,0455,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,49,F,H,101,STREET,CITY VIEW                    AV,W  SAINT LOUIS,"(34.0515, -118.2072)"
190409783,05/13/2019,05/12/2019,1830,04,Hollenbeck,0497,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3032,41,F,X,101,STREET,3300    GLENN                        AV,,"(34.0202, -118.2085)"
190409784,05/13/2019,05/13/2019,1300,04,Hollenbeck,0457,997,TRAFFIC COLLISION,3101 3401 3701 3004 3034,39,M,H,101,STREET,CESAR E CHAVEZ               AV,SAVANNAH                     ST,"(34.0436, -118.2004)"
190409789,05/13/2019,05/13/2019,1315,04,Hollenbeck,0415,997,TRAFFIC COLLISION,3101 3401 3701 3006 3034 3002,41,M,H,101,STREET,N  BROADWAY,WORKMAN                      ST,"(34.0737, -118.2144)"
190409799,05/14/2019,05/13/2019,1545,04,Hollenbeck,0424,997,TRAFFIC COLLISION,3101 3401 3701 3006,50,F,H,101,STREET,PARKSIDE                     AV,BALDWIN                      ST,"(34.0705, -118.2001)"
190409572,05/08/2019,05/06/2019,1100,04,Hollenbeck,0415,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 0605,38,M,K,101,STREET,300 E  AVENUE 26,,"(34.0765, -118.2131)"
190409800,05/14/2019,05/13/2019,2230,04,Hollenbeck,0473,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,54,F,H,101,STREET,4TH                          ST,BREED                        ST,"(34.0412, -118.213)"
190409830,05/14/2019,05/14/2019,1000,04,Hollenbeck,0462,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,41,M,H,101,STREET,SAN PABLO                    ST,ALCAZAR                      ST,"(34.0386, -118.2201)"
190409831,05/14/2019,05/13/2019,1650,04,Hollenbeck,0411,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3034 3036,30,M,H,101,STREET,SAN FERNANDO                 RD,110FWY,"(34.0766, -118.2228)"
190409838,05/15/2019,05/14/2019,1720,04,Hollenbeck,0443,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3032,56,F,B,108,PARKING LOT,SAN PABLO,NORFOLK,"(34.0613, -118.2036)"
190409839,05/15/2019,05/14/2019,2040,04,Hollenbeck,0477,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,35,F,H,101,STREET,WHITTIER                     BL,CAMULOS                      ST,"(34.0319, -118.2101)"
190409847,05/14/2019,05/14/2019,1830,04,Hollenbeck,0427,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036 0605,20,M,H,101,STREET,TEMPLETON                    ST,EASTERN                      AV,"(34.0819, -118.178)"
190409886,05/15/2019,05/15/2019,1145,04,Hollenbeck,0421,997,TRAFFIC COLLISION,0605 3101 3401 3701 3003 3026 3032,69,M,O,101,STREET,700    LAMAR                        ST,,"(34.0648, -118.2233)"
190409895,05/15/2019,05/15/2019,1650,04,Hollenbeck,0427,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3025 3036,24,F,H,101,STREET,EL SERENO,EASTERN,"(34.0802, -118.1848)"
190409911,05/16/2019,05/16/2019,0620,04,Hollenbeck,0469,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,58,F,H,101,STREET,4TH                          ST,INDIANA                      ST,"(34.032, -118.1924)"
190508482,04/11/2019,04/11/2019,2315,05,Harbor,0583,997,TRAFFIC COLLISION,0605 3037 3006 3028 3030 3101 4005,18,X,X,101,STREET,WALKER                       AV,25TH                         ST,"(33.7216, -118.3035)"
190508702,04/18/2019,04/13/2019,2220,05,Harbor,0511,997,TRAFFIC COLLISION,3037 3004 3028 3030 3101 4005,34,M,B,101,STREET,PACIFIC COAST,PINE CREEK,"(33.7926, -118.3043)"
190508703,04/18/2019,04/16/2019,0930,05,Harbor,0501,997,TRAFFIC COLLISION,3037 3006 3028 3030 3101 4005,24,M,O,101,STREET,W  190TH                        ST,VERMONT                      AV,"(33.8648, -118.2931)"
190508724,04/18/2019,04/02/2019,0550,05,Harbor,0541,997,TRAFFIC COLLISION,3036 3028 3030 3101 4005 3004,64,M,H,101,STREET,WESTERN                      AV,PARK WESTERN                 AV,"(33.7501, -118.3092)"
190508735,04/18/2019,04/18/2019,1640,05,Harbor,0515,997,TRAFFIC COLLISION,3036 3004 3028 3030 3101 4005,23,M,H,101,STREET,GULF                         AV,PACIFIC COAST                HY,"(33.7906, -118.2739)"
190508751,04/18/2019,04/18/2019,1130,05,Harbor,0558,997,TRAFFIC COLLISION,3036 3004 3028 3030 3101 4005,42,M,H,101,STREET,PACIFIC                      AV,CHANNEL                      AV,"(33.7538, -118.2905)"
190409835,05/14/2019,05/14/2019,1850,04,Hollenbeck,0499,997,TRAFFIC COLLISION,3101 3401 3701 3011 3034 3030,99,M,O,101,STREET,8TH,ESPERANZA,"(34.0191, -118.199)"
190409845,04/26/2019,04/26/2019,2130,04,Hollenbeck,0467,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 0605,34,F,X,101,STREET,SOTO                         ST,E  4TH                          ST,"(34.0406, -118.2117)"
190409832,05/14/2019,05/13/2019,1315,04,Hollenbeck,0497,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3032,40,F,O,101,STREET,3000 E  WASHINGTON                   BL,,"(34.0161, -118.2152)"
190409906,05/15/2019,05/15/2019,2115,04,Hollenbeck,0464,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3030 3036,32,F,H,101,STREET,1ST,SOTO,"(34.0437, -118.2098)"
190409818,05/14/2019,05/14/2019,0740,04,Hollenbeck,0423,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029,27,M,W,101,STREET,MISSION                      RD,MARENGO                      ST,"(34.0606, -118.2144)"
190508752,04/18/2019,04/18/2019,1815,05,Harbor,0557,997,TRAFFIC COLLISION,3037 3006 3028 3030 3101 4005,32,M,H,101,STREET,7TH                          ST,GAFFEY                       ST,"(33.7379, -118.2923)"
190508753,04/18/2019,04/18/2019,1910,05,Harbor,0506,997,TRAFFIC COLLISION,3037 3004 3028 3101 4005 3030,37,M,W,101,STREET,CARSON                       ST,WESTERN                      AV,"(33.8315, -118.3091)"
190508881,04/22/2019,04/22/2019,1230,05,Harbor,0503,997,TRAFFIC COLLISION,3037 3003 3026 3102 4005 0605,43,M,O,101,STREET,1000 W  LOMITA                       BL,,"(33.7978, -118.2928)"
190508883,04/22/2019,04/22/2019,1730,05,Harbor,0569,997,TRAFFIC COLLISION,3037 3006 3602 3028 3030 3102 4005 0605,18,X,X,101,STREET,SAMPSON                      WY,NAGOYA                       WY,"(33.7353, -118.2789)"
190508884,04/22/2019,04/22/2019,1930,05,Harbor,0541,997,TRAFFIC COLLISION,3037 3004 3028 3101 4005 0605,23,M,W,101,STREET,N  GAFFEY                       ST,CHANNEL                      ST,"(33.7538, -118.2923)"
190508885,04/22/2019,04/22/2019,2120,05,Harbor,0564,997,TRAFFIC COLLISION,3037 3004 3026 3101 4005 0605,41,M,H,101,STREET,1ST                          ST,PACIFIC                      AV,"(33.7433, -118.2879)"
190508886,04/22/2019,04/22/2019,1740,05,Harbor,0521,997,TRAFFIC COLLISION,3036 3004 3602 3025 3101 4005 0605,34,M,O,101,STREET,ANAHEIM                      ST,GAFFEY                       ST,"(33.7817, -118.2976)"
190508887,04/22/2019,04/22/2019,2010,05,Harbor,0559,997,TRAFFIC COLLISION,3037 3025 3101 3012 4005 0605,54,M,H,101,STREET,SEASIDE                      AV,FERRY                        ST,"(33.7492, -118.2632)"
190508909,04/23/2019,04/23/2018,1420,05,Harbor,0523,997,TRAFFIC COLLISION,3037 3004 3028 3030 3101 0605,22,F,W,101,STREET,JOHN S GIBSON                BL,CHANNEL                      ST,"(33.7538, -118.2905)"
190508911,04/23/2019,04/23/2019,1310,05,Harbor,0557,997,TRAFFIC COLLISION,3037 3006 3028 3030 3101 4005,46,M,X,101,STREET,14TH                         ST,PACIFIC                      AV,"(33.7412, -118.2924)"
190508959,04/24/2019,04/24/2019,1615,05,Harbor,0518,997,TRAFFIC COLLISION,3036 3011 3034 3028 3101 4005 0605,18,X,X,101,STREET,246TH                        ST,BROAD                        AV,"(33.8028, -118.2623)"
190508961,04/24/2019,04/24/2019,1430,05,Harbor,0565,997,TRAFFIC COLLISION,3037 3008 3028 3030 3101 4005 0605,18,X,X,101,STREET,GRAND                        AV,9TH                          ST,"(33.7361, -118.2901)"
190508962,04/24/2019,04/24/2019,1430,05,Harbor,0506,997,TRAFFIC COLLISION,3037 3028 3011 3034 3101 4005 0605,27,M,B,101,STREET,22000 S  NORMANDIE                    AV,,"(33.831, -118.3042)"
190508963,04/24/2019,04/24/2019,1435,05,Harbor,0526,997,TRAFFIC COLLISION,3037 3003 3026 3101 4005 0605,67,M,O,101,STREET,AVALON                       BL,G                            ST,"(33.7785, -118.2623)"
190509018,04/25/2019,04/25/2019,1330,05,Harbor,0557,997,TRAFFIC COLLISION,3037 3006 3028 3030 3101 4005,54,F,O,101,STREET,N  GAFFEY                       ST,1ST                          ST,"(33.7433, -118.2923)"
190509022,04/24/2019,04/24/2019,0750,05,Harbor,0519,997,TRAFFIC COLLISION,3036 3004 3028 3030 3101 4005,46,F,H,101,STREET,ALAMEDA                      ST,COLON                        ST,"(33.7927, -118.2403)"
190509023,04/26/2019,04/26/2019,0730,05,Harbor,0522,997,TRAFFIC COLLISION,3036 3004 3028 3101 3030 4005,20,M,H,101,STREET,OPP                          ST,BAYVIEW                      AV,"(33.7825, -118.2707)"
190509059,04/26/2019,04/26/2019,1420,05,Harbor,0503,997,TRAFFIC COLLISION,3036 3004 3026 3101 4005 0605,66,F,B,101,STREET,LOMITA                       BL,PETROLEUM                    AV,"(33.7978, -118.2937)"
190509063,04/26/2019,04/26/2019,0715,05,Harbor,0541,997,TRAFFIC COLLISION,3037 3004 3026 3101 4005,20,F,W,101,STREET,WESTERN                      AV,TRUDIE                       DR,"(33.7537, -118.309)"
190509088,04/27/2019,04/27/2019,2320,05,Harbor,0515,997,TRAFFIC COLLISION,3037 3006 3025 3101 4005,45,M,H,101,STREET,LOMITA                       BL,GULF                         AV,"(33.7987, -118.2743)"
190509294,04/30/2019,04/30/2019,1215,05,Harbor,0527,997,TRAFFIC COLLISION,3037 3011 3034 3028 3101 4005 0605,18,X,X,101,STREET,C                            ST,KING                         AV,"(33.7626, -118.2687)"
190509581,05/07/2019,05/07/2019,1400,05,Harbor,0514,997,TRAFFIC COLLISION,4025 3028 3030 3011 3037 3034,99,M,O,102,SIDEWALK,PACIFIC COAST                HY,FIGUEROA                     ST,"(33.7905, -118.2811)"
190509617,05/08/2019,05/07/2019,2155,05,Harbor,0501,997,TRAFFIC COLLISION,4005 3037 3006 3028 3030 3101 0605,37,M,X,101,STREET,700 W  182ND                        ST,,"(33.8698, -118.2858)"
190509675,05/09/2019,05/09/2019,1700,05,Harbor,0529,997,TRAFFIC COLLISION,,40,M,H,101,STREET,ANAHEIM                      ST,STANFORD                     AV,"(33.7753, -118.2456)"
190509713,05/10/2019,05/09/2019,2355,05,Harbor,0506,997,TRAFFIC COLLISION,4025 3036 3034 3602 3004 3028 3101,63,F,O,101,STREET,NORMANDIE                    AV,CARSON                       ST,"(33.8316, -118.2992)"
190509822,05/13/2019,05/13/2019,0705,05,Harbor,0515,997,TRAFFIC COLLISION,3027 3008 3101 4005 3037,33,F,H,101,STREET,PACIFIC COAST                HY,EUBANK                       ST,"(33.7948, -118.2694)"
190509742,05/11/2019,05/11/2019,0718,05,Harbor,0587,997,TRAFFIC COLLISION,4025 0101 3028 3006 3030 3602 3101,44,M,W,101,STREET,26TH                         ST,DENISON                      AV,"(33.7206, -118.2889)"
190509744,05/11/2019,05/11/2019,0715,05,Harbor,0587,997,TRAFFIC COLLISION,4025 0101 3028 3101 3006 3030,27,F,H,101,STREET,26TH                         ST,DENISON                      AV,"(33.7206, -118.2889)"
190509803,05/12/2019,05/12/2019,1609,05,Harbor,0506,997,TRAFFIC COLLISION,4025 3006 3028 3030,49,F,O,108,PARKING LOT,CARSON                       ST,WESTERN                      AV,"(33.8315, -118.3091)"
190509681,05/09/2019,05/09/2019,0630,05,Harbor,0515,997,TRAFFIC COLLISION,0605 4005 3036 3004 3026 3101,46,M,B,101,STREET,WILMINGTON                   BL,PACIFIC COAST                HY,"(33.7915, -118.2751)"
190509738,05/10/2019,05/10/2019,1830,05,Harbor,0518,997,TRAFFIC COLLISION,0605 4005 3008 3025 3029 3101,18,X,X,101,STREET,BROAD                        AV,LOMITA                       BL,"(33.7993, -118.2623)"
190509739,05/10/2019,05/10/2019,2120,05,Harbor,0518,997,TRAFFIC COLLISION,0605 3037 3003 3026 3029 3101,18,X,X,101,STREET,PACIFIC COAST                HY,MARINE                       AV,"(33.798, -118.2604)"
190509778,05/10/2019,05/10/2019,2100,05,Harbor,0516,997,TRAFFIC COLLISION,3037 3003 3028 3101 0605,18,X,X,101,STREET,MARINE                       AV,PACIFIC COAST                HY,"(33.7911, -118.2646)"
190509790,05/11/2019,05/11/2019,1340,05,Harbor,0532,997,TRAFFIC COLLISION,3037 3004 3028 3030,52,M,H,101,STREET,L                            ST,WILMINGTON                   BL,"(33.7864, -118.2747)"
190509792,05/11/2019,05/11/2019,1940,05,Harbor,0516,997,TRAFFIC COLLISION,4005 3037 3006 3028 3030 3101,18,X,X,101,STREET,ISLAND                       AV,M                            ST,"(33.789, -118.2668)"
190509673,05/09/2019,05/02/2019,1030,05,Harbor,0529,997,TRAFFIC COLLISION,4005 3037 3011 3034 3028 3101 0605,31,M,B,101,STREET,QUAY                         AV,HARRY BRIDGE                 BL,"(33.7753, -118.2456)"
190509653,05/08/2019,05/08/2019,1325,05,Harbor,0561,997,TRAFFIC COLLISION,0605 3037 3011 3034 3028 3101,85,M,W,101,STREET,CUMBRE                       DR,ANCHOVY                      AV,"(33.7294, -118.3185)"
190509654,05/08/2019,05/08/2019,2245,05,Harbor,0557,997,TRAFFIC COLLISION,0605 4005 3037 3011 3028 3030 3101,18,X,X,101,STREET,GAFFEY                       ST,SEPULVEDA                    ST,"(33.7412, -118.2924)"
190509706,05/10/2019,05/09/2019,1040,05,Harbor,0521,997,TRAFFIC COLLISION,4005 3036 3004 3028 3030 3101 0605,72,M,J,101,STREET,WESTERN                      AV,WESTMONT                     DR,"(33.7631, -118.3116)"
190509789,05/12/2019,05/12/2019,0200,05,Harbor,0513,997,TRAFFIC COLLISION,4005 3037 3006 3028 3030 3101,18,X,X,101,STREET,MARIGOLD                     AV,254TH                        ST,"(33.7938, -118.2959)"
190509796,05/12/2019,05/12/2019,1545,05,Harbor,0507,997,TRAFFIC COLLISION,4005 3008 3025 3101 3036,16,M,H,101,STREET,WESTERN                      AV,223RD                        ST,"(33.8245, -118.309)"
190509818,05/11/2019,05/11/2019,0730,05,Harbor,0555,997,TRAFFIC COLLISION,0605 3037 3006 3028 3030 3101,18,X,X,101,STREET,OLIVER                       ST,PACIFIC                      AV,"(33.7469, -118.2879)"
190509780,05/09/2019,05/09/2019,1000,05,Harbor,0507,997,TRAFFIC COLLISION,3037 3006 3028 3101 4005 3030,39,F,X,101,STREET,224TH                        ST,E  WESTERN,"(33.8233, -118.3089)"
190509827,05/13/2019,05/13/2019,0820,05,Harbor,0501,997,TRAFFIC COLLISION,4025 3026 3101 3004,42,F,A,101,STREET,VERMONT                      AV,182ND                        ST,"(33.8672, -118.2906)"
190509833,05/12/2019,05/12/2019,2155,05,Harbor,0526,997,TRAFFIC COLLISION,0605,31,M,H,101,STREET,LAGOON                       AV,OPP                          ST,"(33.7826, -118.2678)"
190604772,01/18/2019,01/17/2019,0830,06,Hollywood,0676,997,TRAFFIC COLLISION,3035 3006 3026 3029 3036 3104 3401 3701 4006,42,M,O,101,STREET,CAHUENGA                     BL,MELROSE                      AV,"(34.0835, -118.3288)"
190604457,01/13/2019,01/12/2019,2050,06,Hollywood,0645,997,TRAFFIC COLLISION,3004 3026 3029 3034 3036 3101 3401 3701 4027,60,M,H,101,STREET,LA BREA,LANEWOOD,"(34.0992, -118.3445)"
190600962,05/05/2019,05/05/2019,1730,06,Hollywood,0646,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4006,18,,,101,STREET,SELMA                        AV,CAHUENGA                     BL,"(34.0998, -118.3295)"
190604455,01/13/2019,01/12/2019,0636,06,Hollywood,0636,997,TRAFFIC COLLISION,3401 3004 3026 3034 3036 3029 3101 3701 4027,32,F,H,101,STREET,LAS PALMAS,FRANKLIN,"(34.1042, -118.3361)"
190604468,01/13/2019,01/13/2019,1200,06,Hollywood,0678,997,TRAFFIC COLLISION,3004 3026 3029 3035 3036 3101 3401 3701 4027,20,F,B,101,STREET,SANTA MONICA                 BL,N  WESTERN                      AV,"(34.0908, -118.3092)"
190509978,05/16/2019,05/16/2019,0315,05,Harbor,0563,997,TRAFFIC COLLISION,4025 3026 3002 3034 3101,45,F,H,101,STREET,GAFFEY                       ST,13TH                         ST,"(33.7324, -118.2924)"
190604117,01/05/2019,01/04/2019,2350,06,Hollywood,0663,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,99,M,W,101,STREET,LEXINGTON                    AV,CHEROKEE                     AV,"(34.0926, -118.3352)"
190604130,01/06/2019,01/06/2019,1200,06,Hollywood,0645,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,23,M,H,101,STREET,HIGHLAND                     AV,FRANKLIN                     AV,"(34.1042, -118.3383)"
190509824,05/13/2019,05/13/2019,0740,05,Harbor,0517,997,TRAFFIC COLLISION,4005 3037 3004 3026 3029 3101 0605,43,F,H,101,STREET,PACIFIC COAST                HY,EUBANK                       ST,"(33.7916, -118.2562)"
190509845,05/13/2019,05/12/2019,2230,05,Harbor,0524,997,TRAFFIC COLLISION,4005 3006 3037 3028 3030 3101 0605,,X,X,101,STREET,ALTON                        ST,KING                         AV,"(33.7771, -118.2753)"
190509864,05/13/2019,05/13/2019,2327,05,Harbor,0501,997,TRAFFIC COLLISION,3037 3003 3026 3101,64,M,W,101,STREET,190TH                        ST,HAMILTON                     AV,"(33.8609, -118.2861)"
190606744,02/16/2019,02/16/2019,1315,06,Hollywood,0632,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,25,M,W,101,STREET,LAUREL                       AV,SUNSET                       BL,"(34.0999, -118.3643)"
190607786,03/09/2019,03/09/2019,0245,06,Hollywood,0668,997,TRAFFIC COLLISION,3006 3028 3035 3037 3101 3401 3701 4027,18,M,O,101,STREET,WILTON,LEXINGTON,"(34.0928, -118.3136)"
